scenario_id,timestamp,node_22_wind,node_25_wind,node_18_PV,node_33_PV
129,2022-12-15 00:00:00,0.17340829968452454,0.20747218130126066,0.0,0.0
129,2022-12-15 00:15:00,0.16902512311935425,0.18585701154052806,0.0,0.0
129,2022-12-15 00:30:00,0.3223859518766403,0.3186158532761093,0.0,0.0
129,2022-12-15 00:45:00,0.2467818558216095,0.2278722069856439,0.0,0.0
129,2022-12-15 01:00:00,0.1659325361251831,0.19380837922639604,0.0,0.0
129,2022-12-15 01:15:00,0.10770896077156067,0.11483450411094696,0.0,0.0
129,2022-12-15 01:30:00,0.06955459713935852,0.05772995286203606,0.0,0.0
129,2022-12-15 01:45:00,0.04478973150253296,0.053625930773148776,0.0,0.0
129,2022-12-15 02:00:00,0.040087997913360596,0.03304720820309356,0.0,0.0
129,2022-12-15 02:15:00,0.026175200939178467,0.022490731960741365,0.0,0.0
129,2022-12-15 02:30:00,0.027215152978897095,0.02271280830300103,0.0,0.0
129,2022-12-15 02:45:00,0.023471951484680176,0.022603173139191655,0.0,0.0
129,2022-12-15 03:00:00,0.022193193435668945,0.023762136318472137,0.0,0.0
129,2022-12-15 03:15:00,0.008574724197387695,0.007194268858049785,0.0,0.0
129,2022-12-15 03:30:00,0.0017310082912445068,0.0018909509873350355,0.0,0.0
129,2022-12-15 03:45:00,0.005337417125701904,0.004415491677878287,0.0,0.0
129,2022-12-15 04:00:00,0.007121682167053223,0.006159433415419727,0.0,0.0
129,2022-12-15 04:15:00,0.02266666293144226,0.026801854118888215,0.0,0.0
129,2022-12-15 04:30:00,0.022766947746276855,0.02312635622613315,0.0,0.0
129,2022-12-15 04:45:00,0.022672146558761597,0.018851635228867035,0.0,0.0
129,2022-12-15 05:00:00,0.019308030605316162,0.019618092466763597,0.0,0.0
129,2022-12-15 05:15:00,0.0009097158908843994,0.0007793675264725082,0.0,0.0
129,2022-12-15 05:30:00,0.0,0.0,0.0,0.0
129,2022-12-15 05:45:00,0.0025551319122314453,0.003060676092335326,0.0,0.0
129,2022-12-15 06:00:00,0.003735959529876709,0.0030383442769222487,0.0,0.0
129,2022-12-15 06:15:00,0.006860911846160889,0.006256288828147516,0.0,0.0
129,2022-12-15 06:30:00,0.00596994161605835,0.005535277571296123,0.0,0.0
129,2022-12-15 06:45:00,0.0023481249809265137,0.0027336029693316457,0.0,0.0
129,2022-12-15 07:00:00,0.0,0.0,0.0,0.0
129,2022-12-15 07:15:00,0.0,0.0,0.0,0.0
129,2022-12-15 07:30:00,0.0,0.0,0.0,0.0
129,2022-12-15 07:45:00,0.00379866361618042,0.0041539706922074475,0.0,0.0
129,2022-12-15 08:00:00,0.012968957424163818,0.015498756603148927,0.0,0.0
129,2022-12-15 08:15:00,0.013598740100860596,0.01122579568805245,0.0,0.0
129,2022-12-15 08:30:00,0.01059788465499878,0.010574417925179973,0.0,0.0
129,2022-12-15 08:45:00,0.01697230339050293,0.019205475209249298,0.0,0.0
129,2022-12-15 09:00:00,0.02384209632873535,0.021674703745968804,0.0,0.0
129,2022-12-15 09:15:00,0.04225730895996094,0.03584048210243823,0.0,0.0
129,2022-12-15 09:30:00,0.0719420313835144,0.07993958006184261,0.0,0.0
129,2022-12-15 09:45:00,0.10285216569900513,0.08633638284602932,0.017508649488813057,0.02061530692555272
129,2022-12-15 10:00:00,0.09043622016906738,0.10466457019763034,0.021305780578544795,0.025014029026948992
129,2022-12-15 10:15:00,0.0437738299369812,0.043910085175623566,0.026764050405070506,0.031660793795773155
129,2022-12-15 10:30:00,0.014072597026824951,0.014730777445549894,0.016823798261932626,0.019579188764353883
129,2022-12-15 10:45:00,0.015635192394256592,0.015786148061863153,0.006269148148315375,0.007314679023818789
129,2022-12-15 11:00:00,0.015210449695587158,0.013436260904037007,0.006498926888849287,0.007492804263501429
129,2022-12-15 11:15:00,0.024799466133117676,0.021843388384803552,0.01039681718061825,0.012171969255530232
129,2022-12-15 11:30:00,0.044259071350097656,0.04657139046653195,0.02525186123653901,0.02889839932682531
129,2022-12-15 11:45:00,0.08146360516548157,0.07383260995851092,0.02554487537084569,0.029702125493865174
129,2022-12-15 12:00:00,0.13615897297859192,0.13623961512855087,0.025620645265115694,0.029479463716617853
129,2022-12-15 12:15:00,0.19882282614707947,0.19160389621481339,0.021865273456051548,0.025445225602969135
129,2022-12-15 12:30:00,0.22936049103736877,0.23160805271478627,0.010095021343413819,0.011465402973149883
129,2022-12-15 12:45:00,0.2802917808294296,0.2366324170598296,0.006851911416344171,0.008195082931658052
129,2022-12-15 13:00:00,0.306794136762619,0.36254875801962894,0.005172684131098735,0.005966344807248646
129,2022-12-15 13:15:00,0.32154814898967743,0.37970629233928876,0.006100629924584005,0.006951250461203639
129,2022-12-15 13:30:00,0.27656328678131104,0.24217475284550613,0.0064803318533815405,0.0075256407688920985
129,2022-12-15 13:45:00,0.27637529373168945,0.3200895659686972,0.0060256504020952725,0.00698646590683517
129,2022-12-15 14:00:00,0.27624933421611786,0.23563986371700962,0.004526169300868408,0.005312559235811464
129,2022-12-15 14:15:00,0.26937510073184967,0.3225589531996921,0.0042704945489955804,0.004853287903914961
